127.0.0.1 - - [15/Feb/2022:16:24:16 +0100] "GET / HTTP/1.1" 404 688
127.0.0.1 - - [15/Feb/2022:16:26:10 +0100] "GET /Prueba/index.jsp HTTP/1.1" 200 1471
127.0.0.1 - - [15/Feb/2022:16:26:10 +0100] "GET /Prueba/css/estilos.css HTTP/1.1" 404 718
127.0.0.1 - - [15/Feb/2022:16:26:10 +0100] "GET /Prueba/img/2.png HTTP/1.1" 200 17266
127.0.0.1 - - [15/Feb/2022:16:26:13 +0100] "GET /Prueba/form.jsp HTTP/1.1" 200 1279
127.0.0.1 - - [15/Feb/2022:16:28:33 +0100] "GET /Prueba/form.jsp HTTP/1.1" 200 1279
127.0.0.1 - - [15/Feb/2022:16:28:37 +0100] "GET /Prueba/form.jsp HTTP/1.1" 200 1279
127.0.0.1 - - [15/Feb/2022:16:29:06 +0100] "GET /Prueba/form.jsp HTTP/1.1" 200 1279
127.0.0.1 - - [15/Feb/2022:16:31:13 +0100] "GET /Prueba/form.jsp HTTP/1.1" 200 1279
127.0.0.1 - - [15/Feb/2022:16:31:34 +0100] "GET /Prueba/form.jsp HTTP/1.1" 200 1279
127.0.0.1 - - [15/Feb/2022:16:31:34 +0100] "GET /favicon.ico HTTP/1.1" 404 699
127.0.0.1 - - [15/Feb/2022:16:32:12 +0100] "GET /Prueba/form.jsp HTTP/1.1" 200 1243
127.0.0.1 - - [15/Feb/2022:16:32:13 +0100] "GET /favicon.ico HTTP/1.1" 404 699
127.0.0.1 - - [15/Feb/2022:16:32:21 +0100] "GET /Prueba/form.jsp HTTP/1.1" 200 1243
127.0.0.1 - - [15/Feb/2022:16:32:21 +0100] "GET /favicon.ico HTTP/1.1" 404 699
127.0.0.1 - - [15/Feb/2022:16:32:24 +0100] "GET /Prueba/form.jsp HTTP/1.1" 200 1243
127.0.0.1 - - [15/Feb/2022:16:32:25 +0100] "GET /favicon.ico HTTP/1.1" 404 699
127.0.0.1 - - [15/Feb/2022:16:35:34 +0100] "GET /Prueba/paginacio.jsp HTTP/1.1" 500 2549
127.0.0.1 - - [15/Feb/2022:16:35:41 +0100] "GET /Prueba/form.jsp HTTP/1.1" 200 1243
127.0.0.1 - - [15/Feb/2022:16:35:41 +0100] "GET /favicon.ico HTTP/1.1" 404 699
