127.0.0.1 - - [22/Feb/2022:16:22:06 +0100] "GET / HTTP/1.1" 404 688
127.0.0.1 - - [22/Feb/2022:16:22:09 +0100] "GET /Prueba/AddCard.jsp HTTP/1.1" 200 11403
127.0.0.1 - - [22/Feb/2022:16:22:09 +0100] "GET /Prueba/script/modificadores.js HTTP/1.1" 200 1680
127.0.0.1 - - [22/Feb/2022:16:22:09 +0100] "GET /Prueba/Estilos/estilosCartaRandom.css HTTP/1.1" 200 4985
127.0.0.1 - - [22/Feb/2022:16:22:09 +0100] "GET /Prueba/Estilos/estilosAddCard.css HTTP/1.1" 200 3061
127.0.0.1 - - [22/Feb/2022:16:22:09 +0100] "GET /Prueba/img/titulo-img.png HTTP/1.1" 200 139069
127.0.0.1 - - [22/Feb/2022:16:22:09 +0100] "GET /Prueba/img/5.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Feb/2022:16:22:09 +0100] "GET /Prueba/img/fondo-creacion-cartas.jpg HTTP/1.1" 200 63029
127.0.0.1 - - [22/Feb/2022:16:22:09 +0100] "GET /Prueba/img/orco.ico HTTP/1.1" 200 9662
127.0.0.1 - - [22/Feb/2022:16:22:10 +0100] "GET /Prueba/index.jsp HTTP/1.1" 200 837
127.0.0.1 - - [22/Feb/2022:16:22:11 +0100] "GET /Prueba/Estilos/estilos.css HTTP/1.1" 304 -
127.0.0.1 - - [22/Feb/2022:16:22:11 +0100] "GET /Prueba/img/fondo-web.jpg HTTP/1.1" 304 -
127.0.0.1 - - [22/Feb/2022:16:22:11 +0100] "GET /Prueba/img/cartaAleatoria.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Feb/2022:16:22:11 +0100] "GET /Prueba/img/carta-custom.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Feb/2022:16:22:11 +0100] "GET /Prueba/img/resto-cartas.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Feb/2022:16:22:17 +0100] "GET /Prueba/verCartas.jsp HTTP/1.1" 200 4972
127.0.0.1 - - [22/Feb/2022:16:22:17 +0100] "GET /Prueba/img/4.png HTTP/1.1" 200 110836
127.0.0.1 - - [22/Feb/2022:16:22:17 +0100] "GET /Prueba/1.png HTTP/1.1" 404 704
127.0.0.1 - - [22/Feb/2022:16:22:17 +0100] "GET /Prueba/img/2.png HTTP/1.1" 200 17266
127.0.0.1 - - [22/Feb/2022:16:22:17 +0100] "GET /Prueba/img/1.png HTTP/1.1" 200 27693
127.0.0.1 - - [22/Feb/2022:16:29:16 +0100] "GET /Prueba/index.jsp HTTP/1.1" 200 837
127.0.0.1 - - [22/Feb/2022:16:29:16 +0100] "GET /Prueba/img/orco.ico HTTP/1.1" 200 9662
127.0.0.1 - - [22/Feb/2022:16:29:39 +0100] "GET /Prueba/RandomCard.jsp HTTP/1.1" 200 2694
127.0.0.1 - - [22/Feb/2022:16:29:40 +0100] "GET /Prueba/img/orco.ico HTTP/1.1" 200 9662
127.0.0.1 - - [22/Feb/2022:16:29:58 +0100] "GET /Prueba/index.jsp HTTP/1.1" 200 837
127.0.0.1 - - [22/Feb/2022:16:30:00 +0100] "GET /Prueba/AddCard.jsp HTTP/1.1" 200 11406
127.0.0.1 - - [22/Feb/2022:16:30:15 +0100] "GET /Prueba/index.jsp HTTP/1.1" 200 837
127.0.0.1 - - [22/Feb/2022:16:30:17 +0100] "GET /Prueba/verCartas.jsp HTTP/1.1" 200 4972
127.0.0.1 - - [22/Feb/2022:16:30:17 +0100] "GET /Prueba/1.png HTTP/1.1" 404 704
127.0.0.1 - - [22/Feb/2022:16:30:34 +0100] "GET /Prueba/index.jsp HTTP/1.1" 200 837
127.0.0.1 - - [22/Feb/2022:16:41:59 +0100] "GET /Prueba/index.jsp HTTP/1.1" 200 846
127.0.0.1 - - [22/Feb/2022:16:41:59 +0100] "GET /Prueba/Estilos/estilos.css HTTP/1.1" 200 2852
127.0.0.1 - - [22/Feb/2022:16:41:59 +0100] "GET /Prueba/img/orco.ico HTTP/1.1" 200 9662
127.0.0.1 - - [22/Feb/2022:16:41:59 +0100] "GET /Prueba/img/fondo-web.jpg HTTP/1.1" 200 135326
127.0.0.1 - - [22/Feb/2022:16:41:59 +0100] "GET /Prueba/img/cartaAleatoria.png HTTP/1.1" 200 95624
127.0.0.1 - - [22/Feb/2022:16:41:59 +0100] "GET /Prueba/img/carta-custom.png HTTP/1.1" 200 97454
127.0.0.1 - - [22/Feb/2022:16:41:59 +0100] "GET /Prueba/img/resto-cartas.png HTTP/1.1" 200 104704
127.0.0.1 - - [22/Feb/2022:16:42:01 +0100] "GET /Prueba/verCartas.jsp?pagina=1 HTTP/1.1" 200 4972
127.0.0.1 - - [22/Feb/2022:16:42:01 +0100] "GET /Prueba/1.png HTTP/1.1" 404 704
127.0.0.1 - - [22/Feb/2022:16:42:16 +0100] "GET /Prueba/verCartas.jsp?pagina=1 HTTP/1.1" 200 1818
127.0.0.1 - - [22/Feb/2022:16:42:16 +0100] "GET /Prueba/img/4.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Feb/2022:16:42:16 +0100] "GET /Prueba/img/3.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Feb/2022:16:42:18 +0100] "GET /Prueba/verCartas.jsp?pagina=2 HTTP/1.1" 200 1827
127.0.0.1 - - [22/Feb/2022:16:42:19 +0100] "GET /Prueba/verCartas.jsp?pagina=3 HTTP/1.1" 200 1821
127.0.0.1 - - [22/Feb/2022:16:42:21 +0100] "GET /Prueba/verCartas.jsp?pagina=4 HTTP/1.1" 200 1820
127.0.0.1 - - [22/Feb/2022:16:42:21 +0100] "GET /Prueba/1.png HTTP/1.1" 404 704
127.0.0.1 - - [22/Feb/2022:16:44:16 +0100] "GET /Prueba/verCartas.jsp?pagina=3 HTTP/1.1" 200 1821
127.0.0.1 - - [22/Feb/2022:16:44:18 +0100] "GET /Prueba/verCartas.jsp?pagina=1 HTTP/1.1" 200 1818
127.0.0.1 - - [22/Feb/2022:16:44:27 +0100] "GET /Prueba/Estilos/estilosCartaRandom.css HTTP/1.1" 200 4985
127.0.0.1 - - [22/Feb/2022:16:45:54 +0100] "GET /Prueba/verCartas.jsp?pagina=1 HTTP/1.1" 500 2735
127.0.0.1 - - [22/Feb/2022:16:45:54 +0100] "GET /favicon.ico HTTP/1.1" 404 699
127.0.0.1 - - [22/Feb/2022:16:46:10 +0100] "GET /Prueba/verCartas.jsp?pagina=1 HTTP/1.1" 200 1839
127.0.0.1 - - [22/Feb/2022:16:46:10 +0100] "GET /Prueba/Estilos/estilosCartaRandom.css HTTP/1.1" 200 4985
127.0.0.1 - - [22/Feb/2022:16:46:10 +0100] "GET /Prueba/img/4.png HTTP/1.1" 200 110836
127.0.0.1 - - [22/Feb/2022:16:46:10 +0100] "GET /Prueba/img/3.png HTTP/1.1" 200 570529
