127.0.0.1 - - [22/Feb/2022:16:22:06 +0100] "GET / HTTP/1.1" 404 688
127.0.0.1 - - [22/Feb/2022:16:46:10 +0100] "GET /Prueba/img/fondo-creacion-cartas.jpg HTTP/1.1" 200 63029
127.0.0.1 - - [22/Feb/2022:16:46:10 +0100] "GET /Prueba/img/orco.ico HTTP/1.1" 200 9662
127.0.0.1 - - [22/Feb/2022:16:46:44 +0100] "GET /Prueba/verCartas.jsp?pagina=1 HTTP/1.1" 200 1845
127.0.0.1 - - [22/Feb/2022:16:46:44 +0100] "GET /Prueba/Estilos/estilosCartaRandom.css HTTP/1.1" 200 4985
127.0.0.1 - - [22/Feb/2022:16:46:44 +0100] "GET /Prueba/img/4.png HTTP/1.1" 200 110836
127.0.0.1 - - [22/Feb/2022:16:46:44 +0100] "GET /Prueba/img/3.png HTTP/1.1" 200 570529
127.0.0.1 - - [22/Feb/2022:16:46:44 +0100] "GET /Prueba/img/fondo-creacion-cartas.jpg HTTP/1.1" 200 63029
127.0.0.1 - - [22/Feb/2022:16:46:44 +0100] "GET /Prueba/img/orco.ico HTTP/1.1" 200 9662
127.0.0.1 - - [22/Feb/2022:16:47:33 +0100] "GET /Prueba/verCartas.jsp?pagina=2 HTTP/1.1" 200 1854
127.0.0.1 - - [22/Feb/2022:16:47:33 +0100] "GET /Prueba/Estilos/estilosCartaRandom.css HTTP/1.1" 200 4985
127.0.0.1 - - [22/Feb/2022:16:47:33 +0100] "GET /Prueba/img/3.png HTTP/1.1" 200 570529
127.0.0.1 - - [22/Feb/2022:16:47:33 +0100] "GET /Prueba/img/fondo-creacion-cartas.jpg HTTP/1.1" 200 63029
127.0.0.1 - - [22/Feb/2022:16:47:33 +0100] "GET /Prueba/img/orco.ico HTTP/1.1" 200 9662
